GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2021
" ""26129""","Ogemaw, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,499697
" ""26129""","Ogemaw, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.011
" ""26129""","Ogemaw, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,610429
" ""26131""","Ontonagon, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,124114
" ""26131""","Ontonagon, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,94.058
" ""26131""","Ontonagon, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,157022
" ""26133""","Osceola, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,685579
" ""26133""","Osceola, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.299
" ""26133""","Osceola, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,843129
" ""26135""","Oscoda, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,178217
" ""26135""","Oscoda, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,95.38
" ""26135""","Oscoda, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,219674
" ""26137""","Otsego, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,973882
" ""26137""","Otsego, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.34
" ""26137""","Otsego, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1176083
" ""26139""","Ottawa, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,13896605
" ""26139""","Ottawa, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,124.714
" ""26139""","Ottawa, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,16650072
" ""26141""","Presque Isle, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,342874
" ""26141""","Presque Isle, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,106.525
" ""26141""","Presque Isle, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,418259
" ""26143""","Roscommon, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,535422
" ""26143""","Roscommon, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,103.633
" ""26143""","Roscommon, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,656269
" ""26145""","Saginaw, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,7883704
" ""26145""","Saginaw, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.145
" ""26145""","Saginaw, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,9363549
" ""26147""","St. Clair, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5123563
" ""26147""","St. Clair, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,100.177
" ""26147""","St. Clair, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,6264869
" ""26149""","St. Joseph, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2049268
" ""26149""","St. Joseph, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.323
" ""26149""","St. Joseph, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2425001
" ""26151""","Sanilac, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1157710
" ""26151""","Sanilac, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.966
" ""26151""","Sanilac, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1369557
" ""26153""","Schoolcraft, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,276281
" ""26153""","Schoolcraft, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.507
" ""26153""","Schoolcraft, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,338158
" ""26155""","Shiawassee, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1568307
" ""26155""","Shiawassee, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,99.991
" ""26155""","Shiawassee, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1894488
" ""26157""","Tuscola, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1231818
" ""26157""","Tuscola, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.757
" ""26157""","Tuscola, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1504709
" ""26159""","Van Buren, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2692034
" ""26159""","Van Buren, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,114.367
" ""26159""","Van Buren, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,3322928
" ""26161""","Washtenaw, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,23859602
" ""26161""","Washtenaw, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,123.053
" ""26161""","Washtenaw, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,28604834
" ""26163""","Wayne, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,89501989
" ""26163""","Wayne, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.526
" ""26163""","Wayne, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,104531874
" ""26165""","Wexford, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1214042
" ""26165""","Wexford, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.948
" ""26165""","Wexford, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1442385
" ""27000""",Minnesota,4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,346204304
" ""27000""",Minnesota,4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.048
" ""27000""",Minnesota,4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,412458614
" ""27001""","Aitkin, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,457384
" ""27001""","Aitkin, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,122.225
" ""27001""","Aitkin, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,579183
" ""27003""","Anoka, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,14743564
" ""27003""","Anoka, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.633
" ""27003""","Anoka, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,17680040
" ""27005""","Becker, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1368127
" ""27005""","Becker, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,111.444
" ""27005""","Becker, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1668694
" ""27007""","Beltrami, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1716987
" ""27007""","Beltrami, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,120.569
" ""27007""","Beltrami, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2141480
" ""27009""","Benton, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1720011
" ""27009""","Benton, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,118.028
" ""27009""","Benton, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2085672
" ""27011""","Big Stone, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,215985
" ""27011""","Big Stone, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,98.221
" ""27011""","Big Stone, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,276092
" ""27013""","Blue Earth, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,3663156
" ""27013""","Blue Earth, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.273
" ""27013""","Blue Earth, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,4387568
" ""27015""","Brown, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1326100
" ""27015""","Brown, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.964
" ""27015""","Brown, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1561254
" ""27017""","Carlton, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1249080
" ""27017""","Carlton, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,115.931
" ""27017""","Carlton, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1577114
" ""27019""","Carver, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5427398
" ""27019""","Carver, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,126.667
" ""27019""","Carver, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,6432296
" ""27021""","Cass, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1189210
" ""27021""","Cass, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,148.07
" ""27021""","Cass, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1488192
" ""27023""","Chippewa, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,582183
" ""27023""","Chippewa, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,97.724
" ""27023""","Chippewa, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,707434
" ""27025""","Chisago, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1578871
" ""27025""","Chisago, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,131.231
" ""27025""","Chisago, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1951898
" ""27027""","Clay, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1894378
" ""27027""","Clay, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,105.612
" ""27027""","Clay, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2387963
" ""27029""","Clearwater, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,308404
" ""27029""","Clearwater, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,130.46
" ""27029""","Clearwater, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,374177
" ""27031""","Cook, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,234308
" ""27031""","Cook, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,81.254
" ""27031""","Cook, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,296738
" ""27033""","Cottonwood, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,638968
" ""27033""","Cottonwood, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.676
" ""27033""","Cottonwood, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,755134
" ""27035""","Crow Wing, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2583702
" ""27035""","Crow Wing, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,105.581
" ""27035""","Crow Wing, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,3281719
" ""27037""","Dakota, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,25709004
" ""27037""","Dakota, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.618
" ""27037""","Dakota, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,29426729
" ""27039""","Dodge, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,744595
" ""27039""","Dodge, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.85
" ""27039""","Dodge, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,907545
" ""27041""","Douglas, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1908854
" ""27041""","Douglas, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,100.077
" ""27041""","Douglas, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2335153
" ""27043""","Faribault, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,527751
" ""27043""","Faribault, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,88.626
" ""27043""","Faribault, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,651064
" ""27045""","Fillmore, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,608049
" ""27045""","Fillmore, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,89.773
" ""27045""","Fillmore, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,743718
" ""27047""","Freeborn, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1243606
" ""27047""","Freeborn, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.388
" ""27047""","Freeborn, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1533435
" ""27049""","Goodhue, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2714893
" ""27049""","Goodhue, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,106.671
" ""27049""","Goodhue, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,3363947
" ""27051""","Grant, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,269872
" ""27051""","Grant, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,83.44
" ""27051""","Grant, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,314679
" ""27053""","Hennepin, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,129831191
" ""27053""","Hennepin, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,118.713
" ""27053""","Hennepin, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,153900378
" ""27055""","Houston, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,540135
" ""27055""","Houston, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.507
" ""27055""","Houston, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,642056
" ""27057""","Hubbard, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,705274
" ""27057""","Hubbard, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,126.602
" ""27057""","Hubbard, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,884325
" ""27059""","Isanti, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1092533
" ""27059""","Isanti, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,114.048
" ""27059""","Isanti, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1347313
" ""27061""","Itasca, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1974270
" ""27061""","Itasca, MN",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,96.457
" ""27061""","Itasca, MN",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2428918
" ""27063""","Jackson, MN",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,624376
